ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Term
1126780,50,admin.,married,university.degree,no,yes,no,cellular,aug,thu,203,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1126781,37,admin.,single,university.degree,no,yes,no,cellular,oct,fri,183,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0
1126782,31,technician,single,professional.course,no,no,no,cellular,aug,fri,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
1126783,29,services,married,basic.6y,no,no,yes,cellular,apr,fri,754,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126784,38,services,married,high.school,unknown,yes,no,cellular,may,thu,13,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126785,32,services,married,high.school,no,no,no,telephone,nov,thu,35,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126786,47,housemaid,divorced,professional.course,no,no,yes,cellular,nov,tue,253,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1126787,37,entrepreneur,married,university.degree,no,yes,no,cellular,jun,tue,108,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,0
1126788,37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,186,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126789,25,student,single,high.school,unknown,yes,no,cellular,may,mon,160,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1126790,24,technician,single,basic.6y,no,yes,no,cellular,jul,thu,378,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1126791,39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1126792,37,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,224,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1126793,76,retired,married,university.degree,no,yes,no,cellular,dec,wed,258,1,999,0,nonexistent,-3,92.713,-33,0.721,5023.5,0
1126794,33,admin.,married,high.school,no,no,no,cellular,aug,fri,207,3,15,1,success,-2.9,92.201,-31.4,0.825,5076.2,1
1126795,26,technician,single,professional.course,no,no,no,cellular,jul,wed,169,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126796,31,admin.,single,university.degree,no,no,yes,cellular,nov,thu,264,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126797,33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1126798,29,admin.,single,university.degree,no,yes,no,telephone,jul,thu,122,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126799,38,blue-collar,married,high.school,no,no,no,telephone,apr,mon,340,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126800,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,780,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126801,50,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,433,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1126802,30,admin.,married,high.school,no,no,no,cellular,jun,mon,439,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
1126803,28,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,155,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
1126804,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,427,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1126805,46,technician,married,high.school,no,yes,no,cellular,nov,mon,569,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1126806,37,technician,single,high.school,no,yes,no,telephone,apr,thu,63,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
1126807,29,management,single,university.degree,no,no,no,cellular,aug,tue,189,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126808,36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1126809,31,housemaid,single,high.school,no,yes,yes,cellular,jul,wed,61,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126810,44,admin.,single,high.school,no,yes,no,telephone,aug,tue,27,1,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,0
1126811,55,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,628,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,0
1126812,42,admin.,married,university.degree,no,no,no,cellular,jul,wed,1331,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126813,54,blue-collar,divorced,unknown,unknown,no,no,cellular,may,mon,152,2,10,1,success,-1.8,92.893,-46.2,1.299,5099.1,0
1126814,42,technician,married,high.school,no,yes,no,cellular,jul,wed,761,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
1126815,36,admin.,married,high.school,no,yes,no,telephone,may,mon,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1126816,27,management,single,university.degree,no,yes,no,cellular,sep,tue,137,2,4,2,success,-3.4,92.379,-29.8,0.819,5017.5,0
1126817,36,management,married,university.degree,no,no,no,cellular,nov,mon,84,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1126818,40,technician,married,professional.course,no,unknown,unknown,cellular,aug,mon,139,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126819,55,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1126820,43,retired,married,basic.9y,no,yes,no,cellular,jul,tue,284,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1126821,41,services,married,high.school,no,yes,no,cellular,may,wed,58,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1126822,59,technician,married,professional.course,no,no,no,cellular,jul,thu,464,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126823,44,technician,divorced,professional.course,unknown,no,no,cellular,aug,wed,196,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126824,23,admin.,single,professional.course,no,no,no,cellular,may,fri,564,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1126825,33,technician,single,university.degree,no,yes,no,cellular,may,mon,340,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1126826,36,services,single,high.school,unknown,no,yes,cellular,apr,mon,76,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126827,29,admin.,married,university.degree,no,no,no,cellular,may,wed,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1126828,36,technician,married,high.school,no,yes,no,cellular,nov,thu,688,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126829,32,technician,single,professional.course,no,no,no,cellular,may,fri,303,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
1126830,32,management,single,university.degree,no,yes,yes,cellular,mar,tue,97,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,0
1126831,34,admin.,single,university.degree,no,yes,no,cellular,nov,wed,249,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126832,51,admin.,single,high.school,no,yes,no,telephone,jul,wed,372,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,1
1126833,52,admin.,single,high.school,no,no,no,telephone,jul,mon,9,1,999,1,failure,-1.7,94.215,-40.3,0.793,4991.6,0
1126834,60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,600,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
1126835,36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,257,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1126836,32,technician,single,professional.course,no,yes,yes,cellular,nov,tue,89,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1126837,29,admin.,single,high.school,no,yes,no,cellular,jul,thu,480,1,6,1,success,-1.7,94.215,-40.3,0.81,4991.6,1
1126838,31,management,married,university.degree,no,,,,aug,mon,197,2,,,,,92.201,-31.4,0.821,5076.2,0
1126839,37,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,518,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126840,57,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126841,33,admin.,married,university.degree,no,no,no,cellular,apr,wed,441,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
1126842,41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,190,8,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1126843,32,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,wed,97,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126844,37,blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,68,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0
1126845,36,admin.,married,high.school,no,no,no,cellular,jul,wed,227,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126846,59,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126847,33,admin.,single,university.degree,no,no,no,cellular,aug,mon,212,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126848,48,technician,married,unknown,no,yes,no,cellular,jul,mon,1096,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
1126849,38,technician,married,professional.course,no,,,cellular,mar,thu,182,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,1
1126850,40,admin.,single,high.school,no,yes,no,telephone,may,thu,1047,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
1126851,47,technician,married,high.school,unknown,yes,no,cellular,nov,fri,183,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
1126852,50,technician,married,professional.course,no,no,no,cellular,aug,thu,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1126853,27,admin.,single,university.degree,no,,,cellular,may,thu,97,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1126854,29,admin.,married,high.school,no,no,no,cellular,jul,wed,201,16,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126855,45,admin.,single,professional.course,no,yes,no,cellular,jul,wed,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126856,22,student,single,professional.course,no,yes,no,cellular,aug,mon,162,2,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,1
1126857,29,technician,single,professional.course,no,yes,no,cellular,aug,thu,87,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126858,30,admin.,single,university.degree,no,yes,yes,telephone,aug,thu,50,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1126859,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,149,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126860,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,thu,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1126861,37,admin.,married,university.degree,no,yes,yes,cellular,may,tue,43,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
1126862,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
1126863,31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,935,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
1126864,32,admin.,single,high.school,no,yes,yes,cellular,nov,wed,76,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126865,52,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,393,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1126866,51,management,married,university.degree,no,yes,no,cellular,aug,tue,138,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
1126867,49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1171,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1126868,26,blue-collar,single,basic.4y,no,no,yes,cellular,may,thu,54,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
1126869,59,admin.,married,university.degree,no,yes,no,cellular,aug,wed,443,3,999,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,0
1126870,32,admin.,divorced,high.school,no,yes,no,cellular,may,tue,294,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1126871,52,admin.,married,unknown,no,yes,no,telephone,apr,wed,403,1,6,1,success,-1.8,93.749,-34.6,0.654,5008.7,1
1126872,41,management,married,unknown,no,no,yes,cellular,nov,fri,129,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1
1126873,36,services,married,high.school,no,no,no,cellular,jul,fri,468,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126874,29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,112,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126875,49,management,married,university.degree,no,yes,yes,cellular,apr,fri,40,8,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126876,54,admin.,divorced,university.degree,no,,,cellular,aug,mon,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126877,43,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,352,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1126878,35,admin.,single,university.degree,no,no,no,cellular,aug,mon,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126879,23,housemaid,single,basic.4y,no,no,yes,cellular,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126880,52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,42,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126881,38,technician,married,professional.course,no,yes,no,cellular,apr,thu,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
1126882,32,technician,divorced,high.school,no,unknown,unknown,cellular,aug,tue,301,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126883,40,services,married,high.school,no,yes,no,cellular,nov,thu,90,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1
1126884,28,technician,married,university.degree,no,no,no,telephone,may,thu,154,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1126885,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,332,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1126886,44,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,79,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126887,40,admin.,single,high.school,no,no,no,cellular,jul,wed,282,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1126888,56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,55,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126889,42,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,256,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1126890,55,retired,married,basic.9y,,,,,,,55,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1126891,48,admin.,married,university.degree,no,no,no,cellular,dec,mon,85,2,999,0,nonexistent,-3,92.713,-33,0.717,5023.5,0
1126892,56,technician,married,unknown,unknown,yes,no,cellular,jul,fri,177,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126893,34,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,127,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1126894,30,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,151,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1126895,28,self-employed,married,university.degree,no,no,no,cellular,jul,wed,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126896,37,admin.,married,university.degree,no,yes,no,telephone,,,1059,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
1126897,40,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,fri,154,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1126898,57,admin.,single,university.degree,no,no,yes,cellular,may,mon,532,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
1126899,85,retired,married,basic.4y,no,no,no,cellular,sep,tue,728,1,3,2,success,-1.1,94.199,-37.5,0.881,4963.6,1
1126900,33,admin.,single,university.degree,no,no,no,cellular,apr,fri,326,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126901,41,services,divorced,high.school,no,yes,no,cellular,nov,wed,296,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126902,45,self-employed,married,basic.4y,unknown,no,no,cellular,aug,tue,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1126903,33,admin.,married,university.degree,no,no,no,cellular,aug,tue,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1126904,26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,1833,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
1126905,54,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,159,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
1126906,47,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,408,2,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
1126907,71,retired,married,basic.9y,no,yes,yes,cellular,jul,fri,230,6,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,1
1126908,31,technician,single,university.degree,no,no,no,telephone,apr,tue,126,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1126909,28,admin.,single,university.degree,no,no,no,cellular,oct,fri,317,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0
1126910,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,tue,119,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1126911,22,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,448,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126912,25,student,single,high.school,no,yes,yes,cellular,apr,wed,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
1126913,56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,464,1,3,2,success,-1.1,94.601,-49.5,1,4963.6,1
1126914,68,retired,married,basic.4y,no,no,no,cellular,aug,mon,110,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,0
1126915,25,services,single,basic.9y,no,yes,no,cellular,jul,wed,509,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
1126916,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,273,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126917,32,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1126918,44,admin.,single,university.degree,no,no,no,cellular,aug,thu,492,1,999,2,failure,-1.7,94.027,-38.3,0.904,4991.6,0
1126919,59,retired,married,basic.9y,no,yes,no,telephone,jun,wed,2093,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
1126920,33,technician,married,professional.course,no,yes,no,cellular,may,fri,700,4,3,4,success,-1.8,93.876,-40,0.684,5008.7,1
1126921,33,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,496,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
1126922,41,management,divorced,basic.6y,no,yes,no,cellular,nov,thu,147,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126923,41,unemployed,married,basic.9y,unknown,yes,yes,telephone,may,mon,895,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
1126924,37,management,married,university.degree,no,no,yes,cellular,nov,wed,611,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126925,30,management,married,university.degree,no,no,no,cellular,may,thu,162,7,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
1126926,56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,175,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,1
1126927,19,student,single,basic.4y,no,yes,no,cellular,may,thu,220,1,999,1,failure,-1.8,93.876,-40,0.677,5008.7,0
1126928,25,services,single,high.school,unknown,no,no,telephone,jul,wed,273,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126929,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,582,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126930,35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,fri,746,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1126931,29,technician,married,university.degree,no,yes,yes,cellular,aug,wed,94,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126932,53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,124,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126933,45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,328,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1126934,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,264,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1126935,31,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,117,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126936,36,admin.,single,high.school,no,no,no,cellular,nov,thu,40,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1126937,57,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,wed,467,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
1126938,51,technician,married,professional.course,no,unknown,unknown,cellular,aug,wed,89,16,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126939,31,admin.,single,high.school,no,yes,no,cellular,nov,wed,456,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1
1126940,41,management,married,university.degree,no,no,no,cellular,nov,wed,140,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1126941,47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,43,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1126942,31,management,married,university.degree,no,yes,no,cellular,jul,mon,1397,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
1126943,67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,655,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,1
1126944,57,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,86,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126945,45,admin.,married,high.school,no,yes,no,cellular,nov,mon,527,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1126946,55,retired,married,basic.9y,unknown,no,no,cellular,may,wed,674,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1126947,47,admin.,married,high.school,no,no,no,cellular,nov,fri,21,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
1126948,28,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,wed,227,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
1126949,58,admin.,married,university.degree,no,yes,no,cellular,may,mon,1359,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1
1126950,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,85,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126951,26,admin.,single,university.degree,no,yes,no,cellular,aug,mon,138,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
1126952,29,admin.,single,high.school,no,no,yes,telephone,jul,fri,21,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1126953,38,admin.,divorced,high.school,no,no,no,cellular,may,tue,326,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1126954,54,blue-collar,married,basic.9y,no,no,yes,cellular,may,thu,158,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126955,28,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,87,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1126956,33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,278,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1126957,27,blue-collar,married,unknown,unknown,yes,no,cellular,may,fri,79,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1126958,35,technician,married,university.degree,unknown,yes,no,cellular,nov,wed,108,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126959,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1126960,35,technician,married,professional.course,no,yes,no,cellular,aug,tue,333,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1126961,24,technician,single,university.degree,no,no,no,cellular,jul,wed,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1126962,62,unemployed,married,high.school,no,yes,no,cellular,aug,wed,250,1,999,1,failure,-2.9,92.201,-31.4,0.854,5076.2,0
1126963,35,services,divorced,university.degree,no,yes,no,telephone,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1126964,55,management,divorced,university.degree,no,no,yes,cellular,apr,mon,916,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
1126965,45,blue-collar,single,high.school,unknown,no,yes,cellular,may,mon,102,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1126966,28,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,76,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
1126967,59,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1126968,28,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,341,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126969,34,blue-collar,married,professional.course,no,no,yes,cellular,aug,tue,150,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1126970,47,management,married,high.school,no,yes,no,cellular,nov,wed,86,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1126971,25,admin.,single,professional.course,no,yes,no,cellular,apr,wed,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
1126972,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,265,1,3,3,,-1.7,94.027,-38.3,0.899,4991.6,1
1126973,52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
